30.8635,-87.7644,114.6,6
33.409,-86.9475,592.5,5
32.2937,-85.9827,292.5,1
34.048,-85.9246,195.2,1
34.7167,-86.4687,417.7,1
32.4625,-86.7149,91.8,2
33.1969,-87.5627,147.3,2
34.5896,-86.9887,206.3,1
31.3247,-86.5067,335.9,1
31.1481,-85.3718,175.1,1
34.9424,-87.2734,138.8,2
59.8371,-151.7078,3.4,1
34.4513,-110.8644,7.2,19
33.4484,-112.074,414.9,29
32.2295,-112.6542,106.7,7
34.7033,-113.6113,15,2
31.9883,-110.2941,21.3,3
33.9578,-114.0036,4.6,1
34.2998,-110,10.8,3
33.0041,-110.7868,11.3,2
34.0755,-112.134,26,2
33.3284,-111.3502,70,1
36.4047,-94.0713,261.2,1
34.5268,-92.9587,141.7,3
36.4311,-93.6994,43.6,2
34.6313,-92.4727,503.8,9
35.0842,-92.4236,174.8,4
36.052,-94.1534,215.6,1
34.311,-93.1872,53.5,1
36.2844,-90.8538,27.6,1
35.6321,-92.157,46.9,1
35.7341,-92.8391,76,1
37.7813,-122.4167,17179.2,16
33.9731,-118.2479,2419.6,78
35.8093,-120.9728,126.5,21
37.8926,-118.5647,4.7,5
33.8439,-118.008,3807.7,38
33.9938,-118.4635,303.8,48
37.958,-121.2876,492.6,5
35.2635,-120.6509,81.7,56
39.2131,-123.72,25.1,18
39.143,-120.9666,103.1,10
38.1668,-122.2553,182.4,68
41.7817,-124.1332,28.4,1
38.4194,-120.823,64.1,6
38.3514,-122.9741,307.1,45
34.1376,-117.5999,101.5,12
32.8282,-116.7543,735.8,40
38.8,-120.8891,106,17
38.0838,-120.5608,44.7,4
34.4036,-119.5183,155,20
39.9296,-121.0608,21.5,1
37.8989,-121.6054,1465.2,2
37.7706,-122.2648,2043.6,5
36.1624,-120.3489,156.2,2
40.5605,-122.4116,46.9,3
34.1842,-118.9107,446.7,7
37.4076,-119.7233,70.6,4
37.8235,-120.2582,24.9,6
40.7897,-123.4113,4.3,2
38.5816,-121.4944,1470.8,4
40.7938,-124.1573,37.7,8
37.9691,-122.5105,485.1,7
37.3814,-122.1258,1381,19
38.9829,-121.0944,247.6,8
40.006,-121.2491,7.8,2
41.4533,-123.4634,7.2,1
36.979,-121.898,589.4,4
39.3885,-121.4052,134.4,3
37.5174,-122.2927,1602.2,6
38.6918,-120.0736,1.6,2
35.8877,-119.4873,91.7,2
37.5833,-120.9496,344.2,1
41.2175,-120.9432,2.5,1
41.1315,-121.1286,7.7,1
38.5927,-121.5325,197.9,1
39.0337,-121.4235,114.2,1
39.4826,-120.8483,3.4,1
38.9576,-122.636,51.5,3
36.3095,-119.7053,110.1,1
37.4785,-119.6404,12.6,2
39.0783,-108.5457,44.1,3
39.9245,-105.0609,405.6,3
39.1007,-104.8542,292.6,7
40.6281,-105.5692,115.4,4
39.8691,-106.6763,31,13
37.2603,-107.6137,30.3,1
38.8261,-105.1499,41.9,4
39.3448,-102.4281,3.8,1
39.9619,-105.0148,1691.9,1
39.7263,-104.8568,3922.6,5
39.945,-105.8172,8,1
39.7368,-104.8646,716.7,4
39.4753,-106.0225,46,4
37.3549,-108.5837,12.6,2
37.7182,-108.7917,1.9,1
39.7378,-104.8152,378.2,1
39.8028,-105.0875,699.5,2
38.0258,-107.6726,8.2,1
40.7268,-106.9215,10,3
37.9344,-108.9299,5.7,3
39.5296,-107.3252,19.1,1
39.816,-105.4753,36.3,2
38.5259,-105.9978,17.6,2
38.7975,-107.9738,27.1,1
38.82,-106.6603,4.7,2
37.809,-107.6667,1.8,1
41.3427,-73.0742,1426.7,7
41.3665,-73.2571,1467.2,11
41.7905,-72.8653,1216.2,2
42.0248,-73.3232,206.3,4
41.633,-72.244,412.2,4
41.3474,-72.4173,448.6,4
38.531,-75.0674,210.6,5
38.9122,-77.0177,9856.5,22
25.8576,-80.2781,1315.5,21
24.8306,-80.8049,74.3,24
27.7723,-82.6386,3347.5,8
29.4562,-81.3244,197.1,2
29.0607,-81.969,209.1,2
30.3375,-81.7686,1133.9,8
30.4193,-81.9724,113,9
26.1423,-81.796,160.9,13
28.6354,-81.4888,1268.5,24
28.0381,-81.9392,334.9,1
29.2005,-81.4065,449.2,7
26.0476,-80.1447,1444.9,18
27.4047,-82.4705,434.5,5
30.2397,-81.3856,316.4,9
26.7165,-80.0679,670.2,13
28.2774,-81.5069,202.4,5
28.6974,-80.8663,535,12
27.6001,-81.5015,97.2,3
27.7648,-82.2734,1204.9,11
26.9667,-82.3599,682.6,6
27.7643,-80.6019,274.5,3
30.7056,-86.0314,53,7
26.6204,-81.8725,788.7,8
30.1606,-85.6494,222.6,4
30.8316,-86.677,194.4,5
30.4286,-84.2593,413.1,5
28.9341,-81.9599,170.8,2
27.4382,-80.444,485.7,2
28.867,-82.5727,242.8,1
30.5986,-87.0315,149.6,5
27.0813,-80.1509,269.2,1
30.7123,-85.8014,42.7,1
28.4247,-82.2185,622.2,1
30.1668,-83.616,21.6,1
27.4203,-80.9454,52,2
30.4383,-84.2807,21.6,1
28.6666,-81.365,1367,1
32.7773,-83.825,622.8,3
34.1124,-84.302,1748,24
33.7717,-84.2607,2585.7,5
34.4537,-84.155,105.9,2
33.2941,-82.203,618.4,4
32.1177,-81.3085,621.7,4
34.8826,-83.4065,44,3
34.8555,-84.3281,61.2,1
32.546,-83.6047,372.5,3
34.858,-85.3221,154,1
34.1389,-83.7812,178.1,1
31.1807,-81.4949,189.7,6
33.9604,-84.0379,1871.2,2
33.1644,-84.9309,161.9,1
33.2984,-84.4769,548.3,2
33.5242,-84.359,1832.5,1
34.4591,-83.602,155.5,1
33.9761,-83.3632,979.1,3
32.3915,-82.7479,60,1
34.4411,-85.1843,188.9,2
30.7906,-81.5607,82.4,2
33.9526,-84.5499,2026.4,5
32.6288,-85.0017,877.5,2
31.4417,-83.5037,154.9,1
33.7655,-84.6469,661.8,1
33.4124,-84.2947,633,1
33.2473,-84.835,288.8,1
34.5299,-83.9798,105.9,3
34.5839,-83.75,112.8,3
34.3595,-84.9176,217.9,1
33.5637,-83.1702,41.3,2
33.5293,-83.8496,367.3,1
20.9071,-156.3,133.3,3
21.3908,-157.9332,1586.7,3
19.4386,-155.8875,45.9,1
38.4451,-105.2178,7.1,1
48.0223,-116.9909,23.6,3
42.5565,-114.4693,40.2,1
43.7069,-116.362,372.8,2
47.9267,-116.7318,111.3,4
42.3896,-113.5567,8.9,1
43.7263,-111.1199,22.6,1
43.4397,-114.2498,8.1,3
48.7306,-116.3322,8.6,1
46.0448,-116.3733,1.9,1
45.093,-114.2317,1.7,1
42.112,-87.9792,5495.1,28
42.0458,-88.539,990.8,4
40.3747,-88.138,201.8,4
40.6549,-90.4461,42.8,1
42.4714,-90.1201,37.7,5
41.9335,-88.0054,2799.8,6
38.2153,-88.7558,68,1
40.4783,-88.9893,143.3,1
40.0342,-88.9578,190.8,1
38.5241,-89.1365,68.9,2
37.72,-89.2158,103.1,1
40.9335,-89.9349,301.2,1
37.4829,-88.5791,12.1,1
42.4648,-88.1178,1585.6,1
39.9803,-90.7414,22.7,1
41.1038,-85.2925,540.6,2
40.2811,-87.2241,43.6,1
39.2303,-86.4692,56,1
40.4177,-86.8884,345.7,1
39.7154,-86.0933,2279.6,2
41.1713,-87.2491,59.8,1
38.5399,-85.4218,295.6,1
38.5324,-86.6196,49.8,2
39.1401,-84.8658,349.7,1
38.1706,-87.007,52.8,1
40.2561,-85.6681,291.3,1
41.7427,-86.1411,583,2
41.229,-85.3244,99.2,1
40.8618,-85.6067,97,2
41.3713,-87.4764,994.1,1
41.6563,-85.0198,110.7,1
38.3006,-86.7102,98,1
38.9132,-86.5489,102.7,1
38.351,-85.8996,504.1,1
41.254,-85.9697,145.6,2
38.0474,-87.262,155.1,1
42.1583,-91.6392,294.6,3
41.5509,-90.4942,360.7,2
43.2644,-93.4183,19,1
42.5241,-92.4497,231.7,2
41.8159,-93.6063,750.5,2
42.1614,-94.4933,16.4,1
39.8816,-96.1801,14.2,1
37.7569,-100.0241,30.8,1
39.688,-95.4138,17.5,1
39.1281,-94.957,164.7,2
38.9462,-94.9714,1149.6,1
38.8782,-99.3348,31.6,1
39.1668,-95.2183,35.9,1
38.1487,-84.6928,132.1,1
38.1287,-83.4425,83.4,1
37.0634,-88.6632,263.6,2
37.7287,-83.494,33.1,1
38.2331,-85.4558,1948.1,6
37.0174,-86.4518,210.1,3
38.0174,-84.4854,1042.8,2
38.9406,-84.3943,597,1
39.0708,-84.5212,996.7,1
37.7426,-84.1441,189.6,2
37.7534,-84.7666,85.7,1
36.6923,-88.2929,96.6,1
29.9605,-90.0753,2029.4,7
29.9871,-90.1695,1463.1,2
30.2285,-93.188,181.2,2
30.0319,-90.5817,215.5,1
29.5485,-90.6087,90.8,1
30.5159,-91.0804,966.6,3
30.4837,-90.0041,276.4,2
31.2885,-92.4633,99.9,1
32.5286,-92.1061,251.8,2
32.5556,-92.9245,99.1,1
43.9807,-69.3349,108.8,7
45.2345,-69.5699,4.4,1
43.7341,-69.9952,337.2,6
43.2899,-70.855,199,14
44.2588,-69.551,75.6,4
44.6027,-70.2265,18.1,3
44.8861,-68.2959,34.3,6
44.3843,-69.4334,53.1,1
44.2208,-70.0263,140.8,1
43.9381,-70.9087,27.8,4
45.5507,-67.7436,12.8,2
44.0948,-70.239,230.2,1
39.4991,-76.9101,373.4,2
38.3475,-75.1866,109.9,6
39.4461,-77.335,353.5,3
39.6355,-79.3085,46.5,4
39.3655,-76.0639,72.9,2
39.5194,-76.4927,7671.5,3
38.9806,-77.1008,1978.2,1
38.8029,-76.6628,1295.9,3
38.7768,-76.0758,140.7,4
39.1332,-76.7988,1144.9,2
39.1299,-75.8601,128.5,2
39.6045,-75.9538,292,1
39.6529,-78.7625,177,2
38.5254,-76.6161,416.3,1
39.6457,-78.0104,322.1,1
42.1909,-73.0517,141.6,9
42.3671,-72.4646,299.8,2
41.7455,-70.5905,548.3,8
42.3576,-71.0684,12415.6,10
41.2725,-70.0932,226.2,2
42.6496,-71.9267,1508.8,3
33.9731,33.9731,735.8,1
42.1745,-70.8837,750.9,1
42.6745,-71.8174,1837.9,1
42.0702,-72.6227,751,1
41.3575,-70.7416,160.2,2
42.0746,-71.4768,1693.6,1
46.0024,-84.3488,10.9,1
42.2736,-85.5457,445.7,1
44.8605,-85.8138,62.5,3
42.2522,-83.212,2974.4,5
42.6061,-83.2976,1385.7,3
42.6367,-82.5866,226.1,1
42.9566,-85.481,711.5,3
45.4405,-84.7924,69.9,3
45.3583,-85.0973,62.3,1
43.2768,-85.8313,344.9,1
44.5955,-86.0961,54.8,2
42.3312,-86.1311,125.5,2
44.7894,-85.4884,187.3,4
42.0082,-83.6643,276.7,1
42.2794,-83.784,488.4,2
43.6406,-84.8474,122.8,1
44.8828,-93.2007,2081.7,8
47.3142,-91.8625,32,4
44.1538,-93.996,85.6,2
47.7758,-90.3391,3.6,2
44.7507,-94.8716,16,2
47.256,-91.3566,5.2,2
44.496,-92.864,61,1
44.9512,-93.0902,3341.6,1
